url,label
https://www.paypa1.com/signin,1
https://micros0ft-office365.com/login,1
https://www.netfl1x.com/login,1
https://chase-secure-verification.com/login,1
https://www.faceb00k-security.com/login,1
https://www.wellsfarg0.com/signin,1
https://accounts-google-verify.com/signin,1
https://www.linkedln-security.com/login,1
https://www.instagram-help-center.com/login,1
https://binance-support-center.com/verify,1
https://www.coinbase-wallet-verify.com/login,1
https://dropbox-file-share-secure.com/download,1
https://outlook-office-login.com/signin,1
https://www.paypal-limited-account.com/resolve,1
https://icloud-locate-device.com/signin,1
https://spotify-premium-free-offer.com/login,1
https://www.discord-nitro-gift.com/claim,1
https://steamcommunity-gift.com/trade,1
https://www.epicgames-freebies.com/claim,1
https://roblox-robux-generator.com/claim,1
https://paypal.com.account-verification.info/login,1
https://secure.appleid.com.verify-account.net/login,1
https://www.amaz0n-orders.com/track,1
https://www.hdfcbank-netbanking-verify.com/login,1
https://www.axisbank-secure-login.com/verify,1
https://www.paypalsecurity.com/login,1
https://www.amazonshopdeals.com/track,1
https://www.appleidsupport.com/verify,1
https://www.stackoverflow.com/questions/12345/list-comprehension,0
https://www.nytimes.com/2024/06/01/world/index.html,0
https://www.github.com/torvalds/linux,0
https://www.mozilla.org/en-US/firefox/new,0
https://www.coursera.org/learn/machine-learning,0
https://www.who.int/health-topics/coronavirus,0
https://www.un.org/en/about-us,0
https://www.nationalgeographic.com/animals/mammals,0
https://www.khanacademy.org/math/algebra-basics,0
https://www.reuters.com/world/asia,0
https://www.bbc.com/news/technology,0
https://www.researchgate.net/publication/123456789,0
https://www.springer.com/journal/10994,0
https://www.ieee.org/membership/index.html,0
https://www.arxiv.org/abs/2401.01234,0
https://www.harvard.edu/admissions,0
https://www.mit.edu/research,0
https://www.python.org/downloads,0
https://www.djangoproject.com/start,0
https://www.wikipedia.org/wiki/Machine_learning,0
https://www.coldplay.com/tour,0
https://www.audubon.org/birds,0
https://www.smithsonianmag.com/science,0
https://www.rottentomatoes.com/m/dune,0
https://www.goodreads.com/book/show/1,0
